LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-03-18 09:15:27,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:27,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:27,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:27,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:28,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:28,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:28,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:28,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:29,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:29,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:30,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:31,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:32,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:32,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:33,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:33,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:34,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:35,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:37,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:37,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:37,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-18 09:15:37,1900-01-00 00:00:00,CYB_Rogue,40:AE:30:6A:AA:02,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
